sexe;enfant_conduite_accompagne;usage_vehicule;type_vehicule;est_rouge;age_vehicule;date_demande;etat_dossier;formule;tarif_devis;Id_Anonyme;Info Enfants;Revenus_Tranche
M;0;Private;Minivan;no;9.0;10/07/2020 14:43;complet;dev_express;273.73;8981;"""Oui""";"""0-20k"""
F;3;Private;z_SUV;no;;30/05/2019 12:38;complet;dev_integral;293.04;8982;"""Oui""";"""60k+"""
F;0;Private;Minivan;yes;5.0;06/06/2019 08:47;complet;dev_integral;307.9;8983;"""Non""";"""0-20k"""
M;0;Private;Minivan;yes;7.0;11/03/2020 20:13;complet;dev_express;253.86;8984;"""Oui""";"""0-20k"""
M;0;Commercial;Van;yes;1.0;06/04/2022 11:25;complet;dev_integral;338.52;8985;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;7.0;16/12/2019 18:53;complet;dev_express;264.05;8986;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;no;1.0;31/07/2020 17:57;complet;dev_integral;325.66;8987;"""Non""";"""40_60k"""
F;1;Commercial;Pickup;no;1.0;02/07/2021 04:34;incomplet;dev_express;268.97;8988;"""Non""";"""20_40k"""
F;2;Commercial;Panel Truck;no;17.0;27/09/2020 17:05;complet;dev_premium;427.83;8989;"""Oui""";"""60k+"""
F;3;Private;z_SUV;no;12.0;15/09/2021 22:54;incomplet;dev_express;250.04;8990;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;no;1.0;05/09/2019 08:04;complet;dev_integral;283.29;8991;"""Non""";"""0-20k"""
M;0;Commercial;z_SUV;no;11.0;26/10/2019 07:59;complet;dev_integral;333.21;8992;"""Non""";"""60k+"""
M;0;Commercial;Panel Truck;yes;12.0;13/08/2020 09:35;incomplet;dev_express;253.06;8993;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;7.0;09/07/2021 02:13;complet;dev_premium;370.38;8994;"""Non""";Non renseigné
M;0;Private;Pickup;no;7.0;14/12/2020 12:09;complet;dev_integral;336.28;8995;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;8.0;23/06/2019 23:53;complet;dev_express;259.79;8996;"""Non""";"""60k+"""
M;0;Private;Pickup;no;1.0;14/04/2020 22:51;incomplet;dev_integral;300.0;8997;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;1.0;04/02/2021 04:01;complet;dev_vip;681.46;8998;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;21.0;18/10/2021 03:25;complet;dev_express;266.14;8999;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;7.0;30/05/2019 19:19;incomplet;dev_express;252.45;9000;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;yes;1.0;16/12/2020 10:56;complet;dev_integral;304.79;9001;"""Oui""";"""0-20k"""
F;0;Commercial;z_SUV;no;5.0;28/04/2019 01:04;complet;dev_integral;296.27;9002;"""Oui""";"""0-20k"""
F;0;Commercial;Van;no;10.0;30/10/2021 04:09;complet;dev_integral;301.57;9003;"""Non""";Non renseigné
F;1;Private;z_SUV;no;8.0;07/07/2019 07:21;complet;dev_integral;335.26;9004;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;6.0;02/08/2021 07:34;complet;dev_integral;336.93;9005;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;no;10.0;31/05/2021 05:20;complet;dev_integral;315.36;9006;"""Non""";"""40_60k"""
M;0;Commercial;Van;yes;;02/10/2019 15:03;incomplet;dev_premium;486.26;9007;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;1.0;21/07/2019 21:06;complet;dev_express;280.93;9008;"""Non""";"""20_40k"""
F;0;Private;Minivan;no;20.0;07/08/2019 05:19;incomplet;dev_premium;533.34;9009;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;4.0;20/11/2020 09:23;complet;dev_express;270.66;9010;"""Non""";"""60k+"""
M;0;Private;Pickup;yes;;15/05/2019 17:47;complet;dev_integral;322.53;9011;"""Non""";"""0-20k"""
F;1;Private;z_SUV;no;9.0;24/04/2020 15:18;complet;dev_express;252.29;9012;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;9.0;25/07/2021 08:30;complet;dev_integral;317.31;9013;"""Non""";"""0-20k"""
F;0;Commercial;Minivan;yes;7.0;29/11/2019 06:46;complet;dev_express;280.36;9014;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;1.0;04/04/2020 09:51;complet;dev_integral;295.73;9015;"""Non""";"""20_40k"""
M;0;Commercial;Minivan;no;9.0;07/02/2021 03:37;complet;dev_integral;321.02;9016;"""Oui""";"""60k+"""
M;0;Private;Sports Car;no;11.0;08/10/2019 13:47;complet;dev_express;272.02;9017;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;yes;3.0;17/06/2021 03:44;complet;dev_express;280.27;9018;"""Non""";"""20_40k"""
F;0;Private;z_SUV;no;10.0;02/10/2021 18:35;complet;dev_integral;304.05;9019;"""Non""";"""60k+"""
F;0;Private;Minivan;no;1.0;29/04/2020 19:25;complet;dev_express;257.95;9020;"""Oui""";"""0-20k"""
M;1;Private;Sports Car;no;5.0;05/10/2020 16:02;incomplet;dev_express;271.03;9021;"""Oui""";"""20_40k"""
M;0;Commercial;Pickup;no;16.0;16/05/2022 07:44;complet;dev_express;268.58;9022;"""Non""";"""60k+"""
F;0;Private;Minivan;yes;10.0;14/01/2021 14:12;complet;dev_integral;283.04;9023;"""Non""";"""60k+"""
M;0;Commercial;Minivan;no;1.0;28/07/2019 22:30;complet;dev_integral;313.67;9024;"""Non""";"""20_40k"""
M;0;Private;Pickup;no;1.0;04/06/2021 03:21;complet;dev_express;277.05;9025;"""Non""";"""0-20k"""
M;0;Commercial;z_SUV;no;9.0;14/07/2021 10:47;complet;dev_vip;787.02;9026;"""Non""";"""20_40k"""
M;0;Commercial;Van;yes;10.0;09/07/2019 15:43;complet;dev_express;284.06;9027;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;11.0;15/02/2022 05:03;complet;dev_express;271.33;9028;"""Non""";"""40_60k"""
M;0;Commercial;Panel Truck;no;16.0;21/06/2021 21:58;complet;dev_integral;305.44;9029;"""Non""";"""60k+"""
M;0;Commercial;z_SUV;no;10.0;02/11/2020 02:56;complet;dev_express;251.86;9030;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;1.0;02/03/2021 23:11;complet;dev_integral;322.38;9031;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;4.0;16/02/2022 20:38;complet;dev_integral;304.97;9032;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;1.0;21/08/2019 18:29;complet;dev_express;271.06;9033;"""Oui""";"""0-20k"""
F;0;Private;Sports Car;no;6.0;10/06/2020 23:11;complet;dev_integral;323.28;9034;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;07/09/2020 13:51;complet;dev_express;279.06;9035;"""Non""";"""20_40k"""
F;0;Private;Pickup;yes;10.0;10/09/2020 20:38;complet;dev_integral;324.16;9036;"""Non""";"""40_60k"""
M;0;Private;Van;no;1.0;15/11/2020 16:39;complet;dev_express;263.26;9037;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;;09/04/2020 19:11;complet;dev_integral;285.2;9038;"""Non""";"""60k+"""
F;0;Private;Minivan;no;10.0;19/12/2020 02:04;complet;dev_premium;333.15;9039;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;yes;9.0;17/01/2021 12:45;complet;dev_express;250.98;9040;"""Non""";"""0-20k"""
F;0;Commercial;Van;yes;21.0;18/08/2021 21:15;incomplet;dev_integral;313.88;9041;"""Non""";"""60k+"""
F;1;Private;Minivan;yes;1.0;24/04/2019 05:22;complet;dev_premium;371.75;9042;"""Oui""";"""20_40k"""
M;0;Commercial;Panel Truck;yes;15.0;31/10/2021 16:12;incomplet;dev_integral;306.61;9043;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;5.0;24/04/2020 14:42;incomplet;dev_premium;441.68;9044;"""Non""";"""40_60k"""
M;0;Commercial;Pickup;yes;;05/08/2021 08:04;complet;dev_integral;300.9;9045;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;7.0;28/11/2021 08:16;complet;dev_express;268.95;9046;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;8.0;21/12/2020 22:32;complet;dev_express;276.6;9047;"""Non""";Non renseigné
F;0;Private;z_SUV;no;1.0;08/10/2020 21:00;complet;dev_express;264.57;9048;"""Non""";"""40_60k"""
F;0;Private;z_SUV;yes;6.0;14/03/2022 19:17;complet;dev_express;269.54;9049;"""Non""";"""40_60k"""
F;0;Private;z_SUV;no;5.0;22/04/2022 23:48;complet;dev_integral;318.22;9050;"""Non""";Non renseigné
F;0;Commercial;Pickup;yes;5.0;05/07/2021 12:36;complet;dev_integral;292.98;9051;"""Non""";"""20_40k"""
M;0;Private;Minivan;no;7.0;26/10/2020 19:52;complet;dev_integral;282.58;9052;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;9.0;03/01/2021 17:51;complet;dev_premium;334.27;9053;"""Non""";"""60k+"""
F;1;Private;z_SUV;no;13.0;22/04/2019 18:31;complet;dev_express;275.77;9054;"""Oui""";"""20_40k"""
F;2;Private;Minivan;no;15.0;08/09/2021 05:27;complet;dev_express;252.36;9055;"""Oui""";Non renseigné
F;0;Commercial;z_SUV;no;9.0;24/08/2021 21:28;incomplet;dev_integral;294.94;9056;"""Non""";"""60k+"""
M;0;Private;Minivan;no;14.0;31/05/2022 09:26;complet;dev_integral;326.09;9057;"""Non""";"""40_60k"""
F;0;Private;Minivan;no;;27/06/2019 06:52;complet;dev_integral;327.41;9058;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;11.0;11/04/2019 22:28;complet;dev_integral;293.42;9059;"""Non""";"""20_40k"""
F;0;Private;Minivan;yes;1.0;05/08/2021 12:00;complet;dev_express;267.0;9060;"""Non""";"""40_60k"""
M;0;Commercial;Van;yes;15.0;14/03/2020 16:15;complet;dev_express;269.2;9061;"""Oui""";"""60k+"""
F;0;Private;Minivan;no;16.0;05/09/2021 05:24;complet;dev_express;274.32;9062;"""Non""";"""40_60k"""
M;0;Commercial;Van;yes;1.0;24/12/2019 02:47;incomplet;dev_vip;942.06;9063;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;14.0;15/02/2020 22:15;complet;dev_premium;512.48;9064;"""Non""";"""60k+"""
M;2;Private;Minivan;no;8.0;19/04/2021 09:39;complet;dev_premium;401.24;9065;"""Oui""";"""0-20k"""
F;0;Private;Pickup;no;1.0;07/09/2020 10:38;complet;dev_integral;322.24;9066;"""Non""";"""40_60k"""
M;0;Commercial;Van;yes;9.0;29/10/2019 07:18;complet;dev_premium;356.15;9067;"""Non""";"""60k+"""
M;0;Private;Pickup;no;20.0;15/02/2021 18:48;complet;dev_express;265.75;9068;"""Oui""";"""40_60k"""
M;2;Private;z_SUV;no;6.0;21/11/2020 09:03;complet;dev_integral;339.8;9069;"""Oui""";"""20_40k"""
M;0;Commercial;Pickup;no;;18/10/2021 05:44;complet;dev_integral;326.95;9070;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;;25/02/2022 10:22;complet;dev_integral;302.22;9071;"""Non""";"""0-20k"""
F;0;Private;Minivan;yes;4.0;12/03/2022 18:17;complet;dev_express;257.91;9072;"""Non""";"""0-20k"""
F;0;Commercial;Van;no;9.0;04/06/2019 13:09;complet;dev_premium;362.75;9073;"""Oui""";"""60k+"""
F;0;Private;Sports Car;no;1.0;20/05/2021 16:53;incomplet;dev_integral;303.75;9074;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;18.0;03/07/2021 20:49;complet;dev_integral;302.3;9075;"""Oui""";Non renseigné
M;0;Private;z_SUV;no;1.0;25/05/2022 17:39;complet;dev_express;251.18;9076;"""Non""";"""0-20k"""
M;1;Private;Sports Car;no;1.0;27/09/2019 10:46;complet;dev_express;275.01;9077;"""Oui""";"""20_40k"""
F;0;Private;Minivan;no;;05/11/2019 01:20;complet;dev_premium;546.54;9078;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;no;14.0;03/02/2020 02:07;incomplet;dev_express;275.4;9079;"""Non""";"""60k+"""
F;0;Commercial;Panel Truck;yes;15.0;25/07/2019 03:35;complet;dev_express;259.73;9080;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;1.0;14/11/2019 08:21;complet;dev_premium;373.93;9081;"""Oui""";"""60k+"""
F;0;Commercial;z_SUV;no;10.0;27/09/2019 14:20;incomplet;dev_integral;290.73;9082;"""Non""";"""20_40k"""
M;0;Commercial;Pickup;no;5.0;01/01/2020 22:59;incomplet;dev_express;268.88;9083;"""Non""";"""20_40k"""
F;0;Commercial;Van;no;6.0;06/12/2020 20:55;complet;dev_express;271.99;9084;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;yes;1.0;12/05/2019 07:38;complet;dev_express;282.11;9085;"""Non""";"""0-20k"""
M;0;Commercial;Minivan;yes;10.0;07/06/2019 23:10;complet;dev_integral;291.03;9086;"""Non""";"""60k+"""
M;1;Private;Minivan;no;3.0;13/01/2021 22:48;complet;dev_integral;335.89;9087;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;11/02/2022 11:55;complet;dev_express;270.37;9088;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;09/11/2021 21:54;complet;dev_premium;431.92;9089;"""Oui""";"""0-20k"""
F;0;Commercial;z_SUV;no;10.0;29/03/2021 04:15;complet;dev_premium;344.85;9090;"""Non""";"""60k+"""
F;1;Commercial;Panel Truck;yes;8.0;23/05/2020 02:38;complet;dev_integral;300.22;9091;"""Oui""";"""40_60k"""
F;0;Commercial;Van;no;13.0;29/09/2020 16:34;complet;dev_integral;285.35;9092;"""Non""";"""60k+"""
M;1;Commercial;Panel Truck;no;12.0;09/02/2022 03:38;complet;dev_express;253.38;9093;"""Oui""";"""40_60k"""
F;0;Private;z_SUV;no;12.0;23/04/2022 08:07;complet;dev_integral;283.64;9094;"""Oui""";"""20_40k"""
M;0;Commercial;Pickup;no;7.0;05/05/2019 12:22;complet;dev_integral;316.71;9095;"""Oui""";Non renseigné
F;0;Commercial;Minivan;yes;5.0;28/09/2019 17:10;complet;dev_integral;288.24;9096;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;10.0;10/07/2021 04:50;complet;dev_integral;306.05;9097;"""Non""";"""20_40k"""
F;0;Commercial;z_SUV;no;7.0;23/10/2021 02:54;complet;dev_express;253.06;9098;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;no;13.0;29/09/2019 04:24;complet;dev_integral;299.56;9099;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;15.0;24/11/2021 23:00;complet;dev_express;259.56;9100;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;1.0;05/12/2019 12:39;complet;dev_integral;315.5;9101;"""Oui""";"""20_40k"""
M;0;Commercial;Pickup;no;;18/04/2019 01:03;complet;dev_premium;364.56;9102;"""Non""";"""20_40k"""
F;0;Private;z_SUV;no;10.0;06/03/2022 05:04;complet;dev_integral;331.34;9103;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;1.0;18/03/2022 00:31;complet;dev_express;257.25;9104;"""Oui""";"""40_60k"""
M;0;Private;Minivan;no;1.0;09/02/2021 06:09;complet;dev_vip;750.41;9105;"""Oui""";"""20_40k"""
M;0;Commercial;Van;yes;1.0;19/04/2022 00:40;incomplet;dev_integral;281.94;9106;"""Non""";"""60k+"""
F;0;Private;Pickup;no;1.0;29/03/2022 15:07;complet;dev_express;252.38;9107;"""Oui""";"""20_40k"""
F;0;Private;Sports Car;no;1.0;10/02/2020 01:55;complet;dev_express;262.44;9108;"""Oui""";"""20_40k"""
M;0;Commercial;Pickup;yes;10.0;26/02/2021 02:28;complet;dev_integral;332.21;9109;"""Non""";"""20_40k"""
M;1;Private;Minivan;no;19.0;14/04/2020 02:33;complet;dev_integral;298.56;9110;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;yes;1.0;30/03/2022 05:03;complet;dev_express;270.11;9111;"""Non""";"""20_40k"""
F;0;Private;Sports Car;no;1.0;21/11/2020 23:36;complet;dev_integral;301.42;9112;"""Oui""";"""40_60k"""
F;0;Commercial;Pickup;no;13.0;08/03/2021 00:59;incomplet;dev_express;274.33;9113;"""Oui""";"""40_60k"""
M;0;Private;z_SUV;no;10.0;10/10/2020 22:21;incomplet;dev_express;253.55;9114;"""Non""";"""40_60k"""
M;0;Private;Minivan;yes;16.0;06/06/2020 11:02;complet;dev_integral;304.69;9115;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;02/12/2019 04:00;complet;dev_integral;338.53;9116;"""Non""";"""20_40k"""
F;1;Private;z_SUV;no;1.0;28/07/2019 02:22;complet;dev_integral;330.56;9117;"""Oui""";"""0-20k"""
M;0;Private;z_SUV;no;;18/09/2019 01:58;complet;dev_express;268.78;9118;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;1.0;18/05/2022 15:04;complet;dev_express;284.97;9119;"""Oui""";"""60k+"""
M;0;Commercial;Pickup;yes;8.0;20/03/2020 09:20;incomplet;dev_express;262.44;9120;"""Non""";"""20_40k"""
M;0;Private;z_SUV;no;13.0;30/11/2021 02:57;incomplet;dev_express;257.63;9121;"""Non""";"""60k+"""
F;0;Private;Pickup;no;7.0;21/01/2020 20:09;complet;dev_express;255.14;9122;"""Non""";"""40_60k"""
M;0;Private;Pickup;no;7.0;26/11/2020 19:45;complet;dev_premium;508.19;9123;"""Non""";"""0-20k"""
F;0;Commercial;Pickup;no;22.0;13/12/2021 04:02;complet;dev_integral;311.1;9124;"""Non""";"""60k+"""
F;0;Commercial;Minivan;no;1.0;01/05/2021 10:25;incomplet;dev_express;251.04;9125;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;1.0;22/07/2019 08:20;complet;dev_express;282.42;9126;"""Non""";"""60k+"""
M;2;Private;Minivan;yes;9.0;01/05/2022 13:54;complet;dev_integral;282.75;9127;"""Oui""";"""60k+"""
M;1;Commercial;Van;no;8.0;11/11/2021 06:22;complet;dev_premium;478.84;9128;"""Oui""";"""20_40k"""
F;0;Commercial;z_SUV;no;9.0;10/05/2019 13:54;complet;dev_integral;293.87;9129;"""Non""";"""40_60k"""
M;0;Private;Minivan;no;13.0;11/07/2020 07:42;complet;dev_premium;462.15;9130;"""Non""";"""60k+"""
F;0;Private;Van;no;5.0;19/01/2020 04:02;complet;dev_express;260.48;9131;"""Non""";"""0-20k"""
M;0;Private;z_SUV;no;17.0;30/01/2021 04:02;complet;dev_express;283.54;9132;"""Non""";"""60k+"""
M;0;Private;Minivan;no;16.0;06/12/2019 06:37;complet;dev_integral;292.62;9133;"""Non""";"""60k+"""
M;1;Commercial;Minivan;no;5.0;13/04/2021 18:15;incomplet;dev_express;270.17;9134;"""Oui""";"""20_40k"""
M;0;Private;z_SUV;no;4.0;20/10/2020 15:18;incomplet;dev_premium;360.03;9135;"""Non""";"""20_40k"""
M;0;Commercial;Pickup;yes;1.0;05/11/2020 02:36;complet;dev_express;265.04;9136;"""Non""";"""20_40k"""
F;0;Private;z_SUV;yes;11.0;24/11/2020 21:45;complet;dev_integral;337.16;9137;"""Oui""";"""0-20k"""
M;0;Private;Sports Car;no;7.0;19/12/2019 20:08;complet;dev_express;259.49;9138;"""Oui""";"""40_60k"""
F;0;Commercial;Panel Truck;yes;;29/08/2019 19:46;complet;dev_integral;332.05;9139;"""Non""";"""60k+"""
M;0;Commercial;Minivan;yes;8.0;28/07/2019 00:42;incomplet;dev_integral;333.62;9140;"""Non""";"""0-20k"""
M;0;Commercial;Pickup;yes;11.0;22/04/2020 08:14;complet;dev_integral;314.13;9141;"""Oui""";"""60k+"""
M;0;Private;Minivan;no;10.0;30/08/2020 23:22;complet;dev_vip;834.32;9142;"""Non""";"""60k+"""
M;0;Private;Minivan;yes;;20/04/2021 19:53;complet;dev_integral;311.49;9143;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;1.0;18/09/2020 17:21;complet;dev_express;276.85;9144;"""Oui""";"""0-20k"""
M;0;Private;Pickup;yes;10.0;28/09/2019 02:58;complet;dev_integral;305.35;9145;"""Non""";"""0-20k"""
M;0;Private;Minivan;yes;18.0;04/03/2022 08:26;complet;dev_express;278.0;9146;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;9.0;27/10/2020 05:11;complet;dev_integral;298.89;9147;"""Oui""";"""60k+"""
F;2;Commercial;z_SUV;no;1.0;25/03/2022 03:00;incomplet;dev_express;276.47;9148;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;11.0;16/08/2020 16:14;complet;dev_integral;285.0;9149;"""Non""";"""60k+"""
F;0;Private;Sports Car;yes;;15/04/2020 12:20;complet;dev_vip;540.73;9150;"""Non""";"""40_60k"""
F;0;Commercial;Pickup;yes;16.0;07/04/2021 13:26;incomplet;dev_premium;336.53;9151;"""Non""";Non renseigné
F;0;Private;z_SUV;no;12.0;14/10/2021 00:59;complet;dev_premium;399.59;9152;"""Non""";"""60k+"""
M;0;Commercial;Van;yes;;24/09/2020 21:15;complet;dev_premium;425.9;9153;"""Oui""";"""40_60k"""
M;2;Private;Minivan;yes;14.0;12/03/2022 22:34;complet;dev_premium;531.38;9154;"""Oui""";"""60k+"""
F;0;Private;Van;yes;8.0;04/07/2019 03:24;complet;dev_integral;300.56;9155;"""Non""";"""60k+"""
F;0;Private;z_SUV;no;1.0;10/10/2020 16:59;complet;dev_integral;281.6;9156;"""Non""";"""0-20k"""
M;0;Commercial;Panel Truck;yes;;03/01/2021 06:41;complet;dev_express;264.4;9157;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;16.0;11/09/2019 08:32;complet;dev_express;276.91;9158;"""Oui""";"""60k+"""
F;0;Commercial;z_SUV;no;1.0;24/06/2019 08:43;complet;dev_integral;317.87;9159;"""Non""";"""60k+"""
M;0;Private;Minivan;no;12.0;19/02/2020 19:54;complet;dev_integral;330.66;9160;"""Non""";"""60k+"""
F;0;Commercial;Pickup;no;9.0;14/06/2021 23:57;complet;dev_express;253.31;9161;"""Non""";"""20_40k"""
M;0;Private;Minivan;yes;16.0;23/01/2022 18:18;incomplet;dev_integral;312.12;9162;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;9.0;14/01/2021 15:27;complet;dev_integral;322.8;9163;"""Oui""";"""0-20k"""
F;0;Private;z_SUV;no;;29/09/2021 00:43;incomplet;dev_express;283.46;9164;"""Oui""";Non renseigné
M;0;Commercial;Minivan;yes;10.0;14/03/2022 18:09;complet;dev_express;270.79;9165;"""Non""";"""20_40k"""
F;0;Private;Pickup;yes;9.0;01/06/2020 02:29;complet;dev_integral;322.52;9166;"""Oui""";"""20_40k"""
M;0;Private;z_SUV;no;1.0;01/03/2020 19:04;complet;dev_express;263.67;9167;"""Oui""";"""20_40k"""
F;0;Private;Minivan;yes;18.0;29/01/2022 04:45;complet;dev_premium;367.37;9168;"""Non""";"""40_60k"""
M;0;Private;z_SUV;no;9.0;17/08/2020 03:21;complet;dev_express;276.92;9169;"""Oui""";"""60k+"""
F;0;Commercial;Minivan;no;10.0;11/07/2019 03:46;complet;dev_express;273.2;9170;"""Non""";"""60k+"""
M;0;Private;Sports Car;no;11.0;19/11/2019 06:00;complet;dev_express;279.06;9171;"""Non""";"""20_40k"""
M;0;Private;Pickup;no;;27/07/2021 08:44;complet;dev_integral;285.06;9172;"""Oui""";"""20_40k"""
F;0;Commercial;Panel Truck;yes;14.0;31/08/2020 08:42;complet;dev_integral;286.33;9173;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;6.0;16/06/2021 09:31;complet;dev_vip;713.6;9174;"""Oui""";"""0-20k"""
F;0;Private;Minivan;no;23.0;23/08/2020 21:13;complet;dev_express;280.36;9175;"""Non""";"""60k+"""
M;0;Private;z_SUV;no;;29/05/2020 18:11;complet;dev_express;252.07;9176;"""Oui""";"""20_40k"""
M;0;Private;z_SUV;no;6.0;16/05/2020 14:25;complet;dev_express;283.13;9177;"""Oui""";"""60k+"""
M;0;Private;z_SUV;no;18.0;19/06/2020 23:59;complet;dev_integral;314.01;9178;"""Non""";"""40_60k"""
M;0;Private;Sports Car;no;1.0;15/02/2021 04:01;incomplet;dev_express;281.87;9179;"""Oui""";"""20_40k"""
M;0;Private;Minivan;no;6.0;12/10/2021 22:52;complet;dev_express;283.15;9180;"""Non""";"""40_60k"""
M;0;Commercial;Minivan;no;1.0;05/06/2021 07:39;complet;dev_integral;322.99;9181;"""Non""";"""40_60k"""
F;0;Commercial;Van;no;12.0;13/10/2021 16:57;complet;dev_premium;549.06;9182;"""Oui""";"""60k+"""
F;0;Private;z_SUV;no;9.0;29/04/2019 14:02;complet;dev_integral;284.66;9183;"""Non""";"""60k+"""
M;0;Private;Van;yes;1.0;26/04/2021 09:24;complet;dev_integral;283.3;9184;"""Non""";"""20_40k"""
F;0;Commercial;Pickup;no;15.0;15/04/2020 07:50;complet;dev_integral;284.56;9185;"""Non""";Non renseigné
F;0;Private;z_SUV;no;3.0;15/04/2019 16:51;incomplet;dev_integral;307.74;9186;"""Non""";"""20_40k"""
M;0;Private;Sports Car;no;19.0;25/01/2021 23:07;complet;dev_integral;319.84;9187;"""Non""";Non renseigné
F;0;Commercial;Panel Truck;no;13.0;12/08/2021 03:01;complet;dev_integral;329.83;9188;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;9.0;09/04/2020 20:40;complet;dev_integral;321.63;9189;"""Non""";"""0-20k"""
F;0;Private;Sports Car;no;7.0;09/05/2022 20:08;complet;dev_premium;540.82;9190;"""Non""";"""0-20k"""
F;1;Private;z_SUV;no;8.0;04/07/2021 00:13;complet;dev_integral;300.19;9191;"""Oui""";"""0-20k"""
F;0;Commercial;Van;yes;1.0;09/06/2019 10:26;complet;dev_express;263.96;9192;"""Non""";"""0-20k"""
M;0;Private;Minivan;no;10.0;23/10/2020 04:27;complet;dev_integral;286.77;9193;"""Non""";"""0-20k"""
F;0;Private;Pickup;no;10.0;19/06/2020 08:37;complet;dev_express;275.01;9194;"""Oui""";"""60k+"""
F;0;Commercial;Pickup;yes;16.0;03/06/2021 11:59;complet;dev_premium;413.23;9195;"""Non""";"""40_60k"""
M;0;Private;Pickup;yes;1.0;22/06/2020 19:41;complet;dev_integral;283.65;9196;"""Non""";"""0-20k"""
F;0;Private;z_SUV;no;1.0;26/09/2021 23:28;complet;dev_premium;533.27;9197;"""Non""";"""60k+"""
F;0;Private;Sports Car;no;18.0;15/01/2022 15:51;complet;dev_premium;493.54;9198;"""Non""";"""60k+"""
M;2;Private;z_SUV;no;1.0;25/09/2020 14:01;complet;dev_integral;337.61;9199;"""Oui""";Non renseigné
